"","MAG","sample_name","sample_title","sample_name_ncbi_full","Site.x","Sample","Completeness","Conatmination","Strain_het","Size","Contigs","GC","N50","seqid","Site.y","bioproject_accession","SRA_accession","year","collection_date","depth","X.env_broad_scale","X.env_local_scale","X.env_medium","X.geo_loc_name","X.lat_lon","alkalinity","alkalinity_method","alkyl_diethers","altitude","aminopept_act","ammonium","atmospheric_data","bac_prod","bac_resp","bacteria_carb_prod","biomass","bishomohopanol","bromide","calcium","carb_nitro_ratio","chem_administration","chloride","chlorophyll","collection_method","conduc","density","diether_lipids","diss_carb_dioxide","diss_hydrogen","diss_inorg_carb","diss_inorg_nitro","diss_inorg_phosp","diss_org_carb","diss_org_nitro","diss_oxygen","down_par","elev","fluor","glucosidase_act","isolation_source","light_intensity","magnesium","mean_frict_vel","mean_peak_frict_vel","misc_param","n_alkanes","neg_cont_type","nitrate","nitrite","nitro","omics_observ_id","org_carb","org_matter","org_nitro","organism_count","oxy_stat_samp","part_org_carb","part_org_nitro","perturbation","petroleum_hydrocarb","ph","phaeopigments","phosphate","phosplipid_fatt_acid","photon_flux","pos_cont_type","potassium","pressure","primary_prod","redox_potential","ref_biomaterial","rel_to_oxygen","salinity","samp_collect_device","samp_mat_process","samp_size","samp_store_dur","samp_store_loc","samp_store_temp","samp_vol_we_dna_ext","silicate","size_frac","size_frac_low","size_frac_up","sodium","soluble_react_phosp","source_material_id","sulfate","sulfide","suspend_part_matter","temp","tidal_stage","tot_depth_water_col","tot_diss_nitro","tot_inorg_nitro","tot_nitro","tot_part_carb","tot_phosp","turbidity","water_current","description","derived_from","GTDB classification","Domain","Phylum","Class","Order","Family","Genus","Species","sample_name_ncbi"
"377","samp_4320_VAMB_830","UBA3006 sp._LV_14_4. Soklo_2022_1","LV_14_samp_4320_4. Soklo_2022","Actinomycetota bacterium_LV_14_4. Soklo_2022_4","4. Soklo","samp_4320",77.59,0,0,1.507758,161,61.2,12593,"LV_14","4. Soklo","PRJNA1119566","SAMN41659683",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA3006;s__","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium"
"378","samp_4320_VAMB_953","RFPI01 sp009926205_LV_14_4. Soklo_2022","LV_14_samp_4320_4. Soklo_2022","Methylophilaceae bacterium_LV_14_4. Soklo_2022","4. Soklo","samp_4320",80.57,15.14,5.8,1.639043,1300,45.6,1564,"LV_14","4. Soklo","PRJNA1119566","SAMN41659683",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.4525_34.41326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","130.02 (ug/L)","Van dorn collection","142.1(uS/cm)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.88mg/L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4 (ug/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,NA,"0.22 micron",NA,NA,NA,"38.8(ug/L)",NA,NA,NA,NA,"25.5degree C",NA,"5.6m ",NA,NA,NA,NA,NA,"21.7NTU",NA,"Site 10 R2","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659683  (SRA SUB14491329)","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__RFPI01;s__RFPI01 sp009926205","Bacteria","Pseudomonadota","Betaproteobacteria","Nitrosomonadales","Methylophilaceae",NA,NA,"Methylophilaceae bacterium"
"379","samp_4321_concoct_291","PNKF01 sp016871915_LV_15_2. Homa Bay Pier_2022","LV_15_samp_4321_2. Homa Bay Pier_2022","Gemmatimonadota bacterium_LV_15_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4321",79.31,18.13,42.42,2.042576,1159,69.1,1791,"LV_15","2. Homa Bay Pier","PRJNA1119566","SAMN41659684",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5654 (ug/L)","0.053(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"22.418(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659684  (SRA SUB14491329)","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__PNKF01;s__PNKF01 sp016871915","Bacteria","Gemmatimonadota",NA,NA,NA,NA,NA,"Gemmatimonadota bacterium"
"380","samp_4321_concoct_309","UBA1268 bacterium_LV_15_2. Homa Bay Pier_2022","LV_15_samp_4321_2. Homa Bay Pier_2022","Planctomycetia bacterium_LV_15_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4321",83.09,10.95,61.9,3.193722,1282,69.1,2855,"LV_15","2. Homa Bay Pier","PRJNA1119566","SAMN41659684",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5654 (ug/L)","0.053(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"22.418(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659684  (SRA SUB14491329)","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__;s__","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA,"Planctomycetia bacterium"
"381","samp_4321_concoct_325","Mxb001 sp._LV_15_2. Homa Bay Pier_2022","LV_15_samp_4321_2. Homa Bay Pier_2022","Actinomycetota bacterium_LV_15_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4321",80.14,6.77,55,2.591784,997,67.9,3039,"LV_15","2. Homa Bay Pier","PRJNA1119566","SAMN41659684",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5654 (ug/L)","0.053(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"22.418(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659684  (SRA SUB14491329)","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__Mxb001;s__","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium"
"382","samp_4321_concoct_343","UBA966 sp._LV_15_2. Homa Bay Pier_2022","LV_15_samp_4321_2. Homa Bay Pier_2022","Phycisphaerales bacterium_LV_15_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4321",84.84,2.94,75,2.420641,942,72.3,3126,"LV_15","2. Homa Bay Pier","PRJNA1119566","SAMN41659684",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5654 (ug/L)","0.053(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"22.418(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659684  (SRA SUB14491329)","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA966;s__","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales",NA,NA,NA,"Phycisphaerales bacterium"
"383","samp_4321_concoct_348","Rubrivivax sp._LV_15_2. Homa Bay Pier_2022","LV_15_samp_4321_2. Homa Bay Pier_2022","Betaproteobacteria bacterium_LV_15_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4321",80.11,6.92,42.86,3.585272,1645,68.1,2378,"LV_15","2. Homa Bay Pier","PRJNA1119566","SAMN41659684",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5654 (ug/L)","0.053(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"22.418(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659684  (SRA SUB14491329)","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium"
"384","samp_4321_concoct_393","Aestuariivirga sp._LV_15_2. Homa Bay Pier_2022","LV_15_samp_4321_2. Homa Bay Pier_2022","Hyphomicrobiaceae bacterium_LV_15_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4321",96.37,0.43,66.67,3.459348,209,64.6,30873,"LV_15","2. Homa Bay Pier","PRJNA1119566","SAMN41659684",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5654 (ug/L)","0.053(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"22.418(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659684  (SRA SUB14491329)","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae",NA,NA,"Hyphomicrobiaceae bacterium"
"385","samp_4321_metabat2_67","UBA10438 sp._LV_15_2. Homa Bay Pier_2022","LV_15_samp_4321_2. Homa Bay Pier_2022","Candidatus Kapabacteria bacterium_LV_15_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4321",86.78,1.64,33.33,2.031979,309,55.9,8125,"LV_15","2. Homa Bay Pier","PRJNA1119566","SAMN41659684",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5654 (ug/L)","0.053(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"22.418(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659684  (SRA SUB14491329)","d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__","Bacteria","Candidatus Kapabacteria",NA,NA,NA,NA,NA,"Candidatus Kapabacteria bacterium"
"386","samp_4321_metabat2_76","Limnohabitans_A sp._LV_15_2. Homa Bay Pier_2022","LV_15_samp_4321_2. Homa Bay Pier_2022","Limnohabitans sp._LV_15_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4321",87.28,2.78,46.67,2.384346,438,63.1,6396,"LV_15","2. Homa Bay Pier","PRJNA1119566","SAMN41659684",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5654 (ug/L)","0.053(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"22.418(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659684  (SRA SUB14491329)","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA,"Limnohabitans sp."
"387","samp_4321_metadecoder_486","Limnocylindrus sp._LV_15_2. Homa Bay Pier_2022","LV_15_samp_4321_2. Homa Bay Pier_2022","Chloroflexota bacterium_LV_15_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4321",78.7,0.15,100,0.92852,124,62.5,8285,"LV_15","2. Homa Bay Pier","PRJNA1119566","SAMN41659684",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5654 (ug/L)","0.053(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"22.418(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659684  (SRA SUB14491329)","d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Limnocylindraceae;g__Limnocylindrus;s__","Bacteria","Chloroflexota",NA,NA,NA,NA,NA,"Chloroflexota bacterium"
"388","samp_4321_semibin_248","Phenylobacterium sp._LV_15_2. Homa Bay Pier_2022","LV_15_samp_4321_2. Homa Bay Pier_2022","Phenylobacterium sp._LV_15_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4321",84.2,1.55,77.78,2.315378,300,68.4,9470,"LV_15","2. Homa Bay Pier","PRJNA1119566","SAMN41659684",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5654 (ug/L)","0.053(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"22.418(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659684  (SRA SUB14491329)","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"Phenylobacterium sp."
"389","samp_4321_VAMB_721","SXXK01 sp._LV_15_2. Homa Bay Pier_2022","LV_15_samp_4321_2. Homa Bay Pier_2022","Planctomycetaceae bacterium_LV_15_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4321",77.17,7.08,30,5.482292,3648,58.8,1985,"LV_15","2. Homa Bay Pier","PRJNA1119566","SAMN41659684",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5654 (ug/L)","0.053(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"22.418(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659684  (SRA SUB14491329)","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA,"Planctomycetaceae bacterium"
"390","samp_4322_concoct_112","UBA967 sp._LV_16_2. Homa Bay Pier_2022","LV_16_samp_4322_2. Homa Bay Pier_2022","Spartobacteria bacterium_LV_16_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4322",82.32,1.73,50,2.291719,1049,58.4,2304,"LV_16","2. Homa Bay Pier","PRJNA1119566","SAMN41659685",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"308.47218 (ug/L)","0.231(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"20.096(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659685  (SRA SUB14491329)","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__UBA967;s__","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA,"Spartobacteria bacterium"
"391","samp_4322_concoct_137","ELB16-189 sp._LV_16_2. Homa Bay Pier_2022","LV_16_samp_4322_2. Homa Bay Pier_2022","Cytophagales bacterium_LV_16_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4322",82.66,2.42,50,2.952371,1158,44.1,2965,"LV_16","2. Homa Bay Pier","PRJNA1119566","SAMN41659685",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"308.47218 (ug/L)","0.231(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"20.096(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659685  (SRA SUB14491329)","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__","Bacteria","Bacteroidota","Cytophagia","Cytophagales",NA,NA,NA,"Cytophagales bacterium"
"392","samp_4322_concoct_154","BACL27 sp._LV_16_2. Homa Bay Pier_2022","LV_16_samp_4322_2. Homa Bay Pier_2022","Acidimicrobiaceae bacterium_LV_16_2. Homa Bay Pier_2022","2. Homa Bay Pier","samp_4322",83.9,14.51,90.48,1.761284,776,50.2,2675,"LV_16","2. Homa Bay Pier","PRJNA1119566","SAMN41659685",2022,"6/24/22","1m","large freshwater lake biome [ENVO:00000891]","Lake [ENVO:00000020]","water [ENVO:00002006]","Lake Victoria","-0.522_34.45441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Van dorn collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"308.47218 (ug/L)","0.231(umol/L)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van dorn",NA,NA,NA,NA,"-80 degree C",NA,"20.096(umol/L)","0.22 micron",NA,NA,NA,"42(ug/L)",NA,NA,NA,NA,"26.9degree C",NA,"2m ",NA,NA,NA,NA,"ND","21.9NTU",NA,"Bloom gradient pier","This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659685  (SRA SUB14491329)","d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__BACL27;s__","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium"
