start,end,file,record_id,region,product,KCB_hit,new_header
0,26425,samp_4448_metadecoder_579,contig_141,1,lanthipeptide-class-v,hassallidin C,samp_4448_metadecoder_579_contig_141_lanthipeptide-class-v
2076,23009,samp_4448_metadecoder_579,contig_229,1,terpene,NA,samp_4448_metadecoder_579_contig_229_terpene
0,16786,samp_4448_metadecoder_579,contig_232,1,terpene,NA,samp_4448_metadecoder_579_contig_232_terpene
0,18067,samp_4307_semibin_116,contig_4,1,terpene,NA,samp_4307_semibin_116_contig_4_terpene
0,15039,samp_4307_semibin_116,contig_58,1,cyanobactin,anacyclamide A10,samp_4307_semibin_116_contig_58_cyanobactin
0,26393,samp_4307_semibin_116,contig_114,1,lanthipeptide-class-v,hassallidin C,samp_4307_semibin_116_contig_114_lanthipeptide-class-v
150,20303,samp_4307_semibin_116,contig_189,1,terpene,NA,samp_4307_semibin_116_contig_189_terpene
0,5074,samp_4307_semibin_116,contig_225,1,NRPS-like,NA,samp_4307_semibin_116_contig_225_NRPS-like
1845,16410,samp_4307_semibin_116,contig_228,1,cyanobactin,anacyclamide A10,samp_4307_semibin_116_contig_228_cyanobactin
0,33008,samp_4307_semibin_116,contig_243,1,hglE-KS,heterocyst glycolipids,samp_4307_semibin_116_contig_243_hglE-KS
0,22278,samp_4307_semibin_116,contig_290,1,NRPS-like,12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile,samp_4307_semibin_116_contig_290_NRPS-like
4179,56523,samp_4307_semibin_116,contig_302,1,hglE-KS / T1PKS,heterocyst glycolipids,samp_4307_semibin_116_contig_302_hglE-KS / T1PKS
0,19751,samp_4307_semibin_116,contig_317,1,NRPS-like / NRPS,varlaxin 1046A/varlaxin 1022A,samp_4307_semibin_116_contig_317_NRPS-like / NRPS
0,24047,samp_4307_semibin_116,contig_320,1,NRPS-like,NA,samp_4307_semibin_116_contig_320_NRPS-like
0,12962,samp_4307_semibin_116,contig_355,1,terpene,NA,samp_4307_semibin_116_contig_355_terpene
0,13414,samp_4307_semibin_116,contig_375,1,T1PKS,NA,samp_4307_semibin_116_contig_375_T1PKS
0,8458,samp_4447_VAMB_322,contig_31,1,terpene,NA,samp_4447_VAMB_322_contig_31_terpene
0,6531,samp_4447_VAMB_322,contig_258,1,lassopeptide / RRE-containing,NA,samp_4447_VAMB_322_contig_258_lassopeptide / RRE-containing
0,9556,samp_4447_VAMB_322,contig_532,1,terpene,NA,samp_4447_VAMB_322_contig_532_terpene
0,10754,samp_4447_VAMB_322,contig_935,1,cyanobactin,piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4,samp_4447_VAMB_322_contig_935_cyanobactin
0,10151,samp_4445_VAMB_519,contig_64,1,RiPP-like,NA,samp_4445_VAMB_519_contig_64_RiPP-like
49482,55661,samp_4445_VAMB_519,contig_172,1,RiPP-like,NA,samp_4445_VAMB_519_contig_172_RiPP-like
0,10931,samp_4446_VAMB_96,contig_306,1,terpene,NA,samp_4446_VAMB_96_contig_306_terpene
0,6571,samp_4446_VAMB_96,contig_914,1,arylpolyene,NA,samp_4446_VAMB_96_contig_914_arylpolyene
0,6516,samp_4446_VAMB_96,contig_962,1,T1PKS,NA,samp_4446_VAMB_96_contig_962_T1PKS
16813,47068,samp_4308_VAMB_457,contig_88,1,T1PKS,NA,samp_4308_VAMB_457_contig_88_T1PKS
0,25406,samp_4308_VAMB_457,contig_175,1,hglE-KS,ambiguine P,samp_4308_VAMB_457_contig_175_hglE-KS
4539,21421,samp_4308_VAMB_457,contig_322,1,terpene,NA,samp_4308_VAMB_457_contig_322_terpene
0,25048,samp_4308_VAMB_457,contig_403,1,NRPS-like,12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile,samp_4308_VAMB_457_contig_403_NRPS-like
274,13542,samp_4308_VAMB_457,contig_476,1,cyanobactin,anacyclamide A10,samp_4308_VAMB_457_contig_476_cyanobactin
0,26393,samp_4308_VAMB_457,contig_566,1,lanthipeptide-class-v,hassallidin C,samp_4308_VAMB_457_contig_566_lanthipeptide-class-v
0,20176,samp_4308_VAMB_457,contig_626,1,terpene,NA,samp_4308_VAMB_457_contig_626_terpene
0,29894,samp_4308_VAMB_457,contig_641,1,hglE-KS,heterocyst glycolipids,samp_4308_VAMB_457_contig_641_hglE-KS
0,26896,samp_4308_VAMB_457,contig_828,1,T1PKS / hglE-KS,heterocyst glycolipids,samp_4308_VAMB_457_contig_828_T1PKS / hglE-KS
0,22736,samp_4308_VAMB_457,contig_949,1,NRPS,varlaxin 1046A/varlaxin 1022A,samp_4308_VAMB_457_contig_949_NRPS
4617,25550,samp_4308_VAMB_457,contig_963,1,terpene,NA,samp_4308_VAMB_457_contig_963_terpene
7666,20667,samp_4308_VAMB_457,contig_1077,1,spliceotide / RRE-containing,NA,samp_4308_VAMB_457_contig_1077_spliceotide / RRE-containing
0,11069,samp_4308_VAMB_457,contig_1079,1,NRPS-like,NA,samp_4308_VAMB_457_contig_1079_NRPS-like
24844,35768,samp_4308_VAMB_457,contig_1082,1,RRE-containing,NA,samp_4308_VAMB_457_contig_1082_RRE-containing
0,40863,samp_4308_VAMB_457,contig_1143,1,NRPS-like,NA,samp_4308_VAMB_457_contig_1143_NRPS-like
0,11517,samp_4308_VAMB_457,contig_1403,1,cyanobactin,NA,samp_4308_VAMB_457_contig_1403_cyanobactin
7603,22901,samp_4443_VAMB_1051,contig_58,1,terpene,NA,samp_4443_VAMB_1051_contig_58_terpene
0,35089,samp_4443_VAMB_1051,contig_72,1,NRPS-like / T1PKS,1-heptadecene,samp_4443_VAMB_1051_contig_72_NRPS-like / T1PKS
0,13318,samp_4443_VAMB_1051,contig_103,1,thioamitides,NA,samp_4443_VAMB_1051_contig_103_thioamitides
76,14653,samp_4331_metabat2_120,contig_60,1,terpene,NA,samp_4331_metabat2_120_contig_60_terpene
5350,26610,samp_4331_metabat2_120,contig_210,1,terpene,NA,samp_4331_metabat2_120_contig_210_terpene
0,23845,samp_4315_VAMB_280,contig_117,1,PUFA / hglE-KS,zeamine/zeamine I/zeamine II/prezeamine/prezeamine I,samp_4315_VAMB_280_contig_117_PUFA / hglE-KS
0,5407,samp_4315_VAMB_280,contig_1834,1,microviridin,NA,samp_4315_VAMB_280_contig_1834_microviridin
0,6563,samp_4315_VAMB_280,contig_2081,1,T3PKS,merocyclophane C/merocyclophane D,samp_4315_VAMB_280_contig_2081_T3PKS
0,5956,samp_4310_metabat2_90,contig_134,1,terpene,NA,samp_4310_metabat2_90_contig_134_terpene
0,30199,samp_4435_maxbin_422,contig_38,1,T1PKS / transAT-PKS-like / NRPS-like,aranazole A/aranazole B/aranazole C/aranazole D,samp_4435_maxbin_422_contig_38_T1PKS / transAT-PKS-like / NRPS-like
0,9282,samp_4435_maxbin_422,contig_111,1,NRPS-like,aeruginoside 126B/aeruginoside 126A,samp_4435_maxbin_422_contig_111_NRPS-like
0,11042,samp_4435_maxbin_422,contig_157,1,terpene,NA,samp_4435_maxbin_422_contig_157_terpene
0,13487,samp_4435_maxbin_422,contig_182,1,NRPS-like,NA,samp_4435_maxbin_422_contig_182_NRPS-like
0,10751,samp_4435_maxbin_422,contig_185,1,microviridin,microviridin 1688/microviridin 1739/microviridin 1748,samp_4435_maxbin_422_contig_185_microviridin
17029,33316,samp_4435_maxbin_422,contig_314,1,crocagin,NA,samp_4435_maxbin_422_contig_314_crocagin
0,9639,samp_4435_maxbin_422,contig_336,1,NRPS,aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C,samp_4435_maxbin_422_contig_336_NRPS
0,11116,samp_4435_maxbin_422,contig_364,1,terpene,NA,samp_4435_maxbin_422_contig_364_terpene
0,12783,samp_4435_maxbin_422,contig_437,1,terpene,NA,samp_4435_maxbin_422_contig_437_terpene
15090,22586,samp_4435_maxbin_440,contig_82,1,RiPP-like,NA,samp_4435_maxbin_440_contig_82_RiPP-like
0,7279,samp_4435_maxbin_440,contig_357,1,terpene,NA,samp_4435_maxbin_440_contig_357_terpene
0,8377,samp_4435_maxbin_440,contig_634,1,terpene,NA,samp_4435_maxbin_440_contig_634_terpene
0,15412,samp_4435_maxbin_440,contig_738,1,NRPS,NA,samp_4435_maxbin_440_contig_738_NRPS
0,7329,samp_4445_VAMB_917,contig_2786,1,NRPS,rhizomide A/rhizomide B/rhizomide C,samp_4445_VAMB_917_contig_2786_NRPS
0,6980,samp_4445_VAMB_917,contig_3512,1,NRPS,NA,samp_4445_VAMB_917_contig_3512_NRPS
0,7452,samp_4445_VAMB_917,contig_4164,1,NRPS-like,rhizomide A/rhizomide B/rhizomide C,samp_4445_VAMB_917_contig_4164_NRPS-like
0,5940,samp_4445_VAMB_917,contig_6556,1,T1PKS,1-heptadecene,samp_4445_VAMB_917_contig_6556_T1PKS
0,19779,samp_4445_VAMB_917,contig_7332,1,NRPS,anachelin,samp_4445_VAMB_917_contig_7332_NRPS
0,23668,samp_4323_semibin_61,contig_12,1,NRPS-like,12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile,samp_4323_semibin_61_contig_12_NRPS-like
0,25196,samp_4323_semibin_61,contig_59,1,hglE-KS,heterocyst glycolipids,samp_4323_semibin_61_contig_59_hglE-KS
2282,32635,samp_4323_semibin_61,contig_74,1,NRPS-like,NA,samp_4323_semibin_61_contig_74_NRPS-like
2068,46320,samp_4323_semibin_61,contig_81,1,NRPS-like,NA,samp_4323_semibin_61_contig_81_NRPS-like
0,12247,samp_4323_semibin_61,contig_107,1,terpene,NA,samp_4323_semibin_61_contig_107_terpene
0,26393,samp_4323_semibin_61,contig_128,1,lanthipeptide-class-v,hassallidin C,samp_4323_semibin_61_contig_128_lanthipeptide-class-v
0,6580,samp_4323_semibin_61,contig_162,1,terpene,NA,samp_4323_semibin_61_contig_162_terpene
0,39642,samp_4323_semibin_61,contig_199,1,hglE-KS / T1PKS,heterocyst glycolipids,samp_4323_semibin_61_contig_199_hglE-KS / T1PKS
0,20340,samp_4323_semibin_61,contig_207,1,terpene,NA,samp_4323_semibin_61_contig_207_terpene
0,5033,samp_4445_VAMB_590,contig_249,1,terpene,NA,samp_4445_VAMB_590_contig_249_terpene
0,5820,samp_4445_VAMB_590,contig_323,1,terpene,NA,samp_4445_VAMB_590_contig_323_terpene
0,10303,samp_4446_VAMB_171,contig_132,1,terpene,NA,samp_4446_VAMB_171_contig_132_terpene
0,16788,samp_4320_metadecoder_702,contig_3,1,NRPS-like,NA,samp_4320_metadecoder_702_contig_3_NRPS-like
19753,40003,samp_4320_metadecoder_702,contig_44,1,terpene,NA,samp_4320_metadecoder_702_contig_44_terpene
6322,70028,samp_4320_metadecoder_702,contig_50,1,terpene / NRPS-like,NA,samp_4320_metadecoder_702_contig_50_terpene / NRPS-like
350,30385,samp_4320_metadecoder_702,contig_55,1,NRPS-like,12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile,samp_4320_metadecoder_702_contig_55_NRPS-like
0,34890,samp_4320_metadecoder_702,contig_135,1,NRPS,varlaxin 1046A/varlaxin 1022A,samp_4320_metadecoder_702_contig_135_NRPS
0,12311,samp_4320_metadecoder_702,contig_139,1,cyanobactin,NA,samp_4320_metadecoder_702_contig_139_cyanobactin
3103,45517,samp_4320_metadecoder_702,contig_164,1,hglE-KS / T1PKS,heterocyst glycolipids,samp_4320_metadecoder_702_contig_164_hglE-KS / T1PKS
0,8147,samp_4320_metadecoder_702,contig_252,1,T1PKS,NA,samp_4320_metadecoder_702_contig_252_T1PKS
0,31458,samp_4320_metadecoder_702,contig_256,1,hglE-KS,heterocyst glycolipids,samp_4320_metadecoder_702_contig_256_hglE-KS
6113,27046,samp_4320_metadecoder_702,contig_264,1,terpene,NA,samp_4320_metadecoder_702_contig_264_terpene
0,26425,samp_4320_metadecoder_702,contig_268,1,lanthipeptide-class-v,hassallidin C,samp_4320_metadecoder_702_contig_268_lanthipeptide-class-v
0,37889,samp_4446_maxbin_542,contig_91,1,NRPS-like,NA,samp_4446_maxbin_542_contig_91_NRPS-like
0,11599,samp_4446_maxbin_542,contig_128,1,NRPS-like,NA,samp_4446_maxbin_542_contig_128_NRPS-like
0,26560,samp_4446_maxbin_542,contig_143,1,lanthipeptide-class-v,hassallidin C,samp_4446_maxbin_542_contig_143_lanthipeptide-class-v
0,31332,samp_4446_maxbin_542,contig_204,1,hglE-KS / T1PKS,heterocyst glycolipids,samp_4446_maxbin_542_contig_204_hglE-KS / T1PKS
3513,16115,samp_4446_maxbin_542,contig_250,1,RRE-containing,NA,samp_4446_maxbin_542_contig_250_RRE-containing
0,16797,samp_4446_maxbin_542,contig_360,1,terpene,NA,samp_4446_maxbin_542_contig_360_terpene
0,12069,samp_4446_maxbin_542,contig_377,1,terpene,NA,samp_4446_maxbin_542_contig_377_terpene
0,6250,samp_4444_metabat2_78,contig_58,1,terpene,NA,samp_4444_metabat2_78_contig_58_terpene
2487,15811,samp_4444_metabat2_78,contig_113,1,terpene,NA,samp_4444_metabat2_78_contig_113_terpene
0,8921,samp_4443_semibin_480,contig_163,1,terpene,NA,samp_4443_semibin_480_contig_163_terpene
0,13417,samp_4443_semibin_480,contig_250,1,hglE-KS,NA,samp_4443_semibin_480_contig_250_hglE-KS
0,12667,samp_4443_maxbin_277,contig_38,1,terpene,NA,samp_4443_maxbin_277_contig_38_terpene
0,10488,samp_4443_maxbin_277,contig_110,1,RRE-containing / lassopeptide,NA,samp_4443_maxbin_277_contig_110_RRE-containing / lassopeptide
0,12660,samp_4443_maxbin_277,contig_222,1,RiPP-like,NA,samp_4443_maxbin_277_contig_222_RiPP-like
0,6543,samp_4443_maxbin_277,contig_728,1,arylpolyene,NA,samp_4443_maxbin_277_contig_728_arylpolyene
0,6870,samp_4324_maxbin_53,contig_90,1,RRE-containing,NA,samp_4324_maxbin_53_contig_90_RRE-containing
0,28509,samp_4324_maxbin_53,contig_98,1,hglE-KS,heterocyst glycolipids,samp_4324_maxbin_53_contig_98_hglE-KS
17693,53067,samp_4324_maxbin_53,contig_124,1,hglE-KS,ambiguine P,samp_4324_maxbin_53_contig_124_hglE-KS
0,42853,samp_4324_maxbin_53,contig_182,1,NRPS,varlaxin 1046A/varlaxin 1022A,samp_4324_maxbin_53_contig_182_NRPS
2440,29626,samp_4324_maxbin_53,contig_213,1,T1PKS / hglE-KS,heterocyst glycolipids,samp_4324_maxbin_53_contig_213_T1PKS / hglE-KS
31103,49311,samp_4324_maxbin_53,contig_228,1,terpene,NA,samp_4324_maxbin_53_contig_228_terpene
7715,21808,samp_4324_maxbin_53,contig_271,1,terpene,NA,samp_4324_maxbin_53_contig_271_terpene
0,35003,samp_4324_maxbin_53,contig_280,1,lanthipeptide-class-v,hassallidin C,samp_4324_maxbin_53_contig_280_lanthipeptide-class-v
0,13694,samp_4324_maxbin_53,contig_286,1,terpene,NA,samp_4324_maxbin_53_contig_286_terpene
0,23820,samp_4324_maxbin_53,contig_361,1,NRPS-like,12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile,samp_4324_maxbin_53_contig_361_NRPS-like
0,36400,samp_4324_maxbin_53,contig_371,1,NRPS-like,NA,samp_4324_maxbin_53_contig_371_NRPS-like
0,23564,samp_4324_maxbin_53,contig_388,1,NRPS-like,NA,samp_4324_maxbin_53_contig_388_NRPS-like
0,6988,samp_4324_maxbin_53,contig_420,1,cyanobactin,anacyclamide A10,samp_4324_maxbin_53_contig_420_cyanobactin
10823,32122,samp_4332_VAMB_1155,contig_65,1,terpene,NA,samp_4332_VAMB_1155_contig_65_terpene
2601,14180,samp_4332_VAMB_1155,contig_85,1,terpene,NA,samp_4332_VAMB_1155_contig_85_terpene
4435,23900,samp_4312_maxbin_178,contig_24,1,terpene,NA,samp_4312_maxbin_178_contig_24_terpene
0,35195,samp_4312_maxbin_178,contig_25,1,hglE-KS,heterocyst glycolipids,samp_4312_maxbin_178_contig_25_hglE-KS
0,14279,samp_4312_maxbin_178,contig_32,1,cyanobactin,anacyclamide A10,samp_4312_maxbin_178_contig_32_cyanobactin
0,25452,samp_4312_maxbin_178,contig_58,1,hglE-KS,ambiguine P,samp_4312_maxbin_178_contig_58_hglE-KS
0,30035,samp_4312_maxbin_178,contig_74,1,NRPS-like,12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile,samp_4312_maxbin_178_contig_74_NRPS-like
0,38009,samp_4312_maxbin_178,contig_100,1,NRPS-like,NA,samp_4312_maxbin_178_contig_100_NRPS-like
0,6643,samp_4312_maxbin_178,contig_132,1,cyanobactin,anacyclamide A10,samp_4312_maxbin_178_contig_132_cyanobactin
0,31493,samp_4312_maxbin_178,contig_182,1,lanthipeptide-class-v,hassallidin C,samp_4312_maxbin_178_contig_182_lanthipeptide-class-v
0,36347,samp_4312_maxbin_178,contig_209,1,NRPS-like,NA,samp_4312_maxbin_178_contig_209_NRPS-like
0,12975,samp_4312_maxbin_178,contig_220,1,T1PKS,NA,samp_4312_maxbin_178_contig_220_T1PKS
0,26905,samp_4312_maxbin_178,contig_236,1,T1PKS / hglE-KS,heterocyst glycolipids,samp_4312_maxbin_178_contig_236_T1PKS / hglE-KS
2991,23924,samp_4312_maxbin_178,contig_258,1,terpene,NA,samp_4312_maxbin_178_contig_258_terpene
20216,39918,samp_4312_maxbin_178,contig_259,1,terpene,NA,samp_4312_maxbin_178_contig_259_terpene
0,11733,samp_4434_metabat2_58,contig_50,1,T3PKS,NA,samp_4434_metabat2_58_contig_50_T3PKS
0,8783,samp_4434_metabat2_58,contig_96,1,NRPS,cyanopeptolin,samp_4434_metabat2_58_contig_96_NRPS
0,9596,samp_4434_metabat2_58,contig_120,1,NRPS-like,rhizomide A/rhizomide B/rhizomide C,samp_4434_metabat2_58_contig_120_NRPS-like
0,8427,samp_4434_metabat2_58,contig_186,1,NRPS-like,anabaenopeptin NZ857/nostamide A,samp_4434_metabat2_58_contig_186_NRPS-like
0,19973,samp_4434_metabat2_58,contig_297,1,NRPS / RRE-containing,NA,samp_4434_metabat2_58_contig_297_NRPS / RRE-containing
0,20593,samp_4434_metabat2_58,contig_447,1,T3PKS / T1PKS / NRPS-like,merocyclophane C/merocyclophane D,samp_4434_metabat2_58_contig_447_T3PKS / T1PKS / NRPS-like
0,17307,samp_4434_metabat2_58,contig_508,1,T1PKS / terpene,calicheamicin,samp_4434_metabat2_58_contig_508_T1PKS / terpene
0,7932,samp_4434_metabat2_58,contig_530,1,NRPS-like / NRPS,scytocyclamide A/scytocyclamide B/scytocyclamide B3/scytocyclamide C/scytocyclamide A2/scytocyclamide B2,samp_4434_metabat2_58_contig_530_NRPS-like / NRPS
0,18079,samp_4434_metabat2_58,contig_545,1,T1PKS,desmamide A/desmamide B/desmamide C,samp_4434_metabat2_58_contig_545_T1PKS
0,20030,samp_4448_metabat2_49,contig_62,1,mycosporine-like,hexose-palythine-serine/hexose-shinorine,samp_4448_metabat2_49_contig_62_mycosporine-like
6555,35910,samp_4448_metabat2_49,contig_137,1,terpene / oligosaccharide,NA,samp_4448_metabat2_49_contig_137_terpene / oligosaccharide
505,15978,samp_4448_metabat2_49,contig_190,1,terpene,NA,samp_4448_metabat2_49_contig_190_terpene
0,13898,samp_4448_metabat2_49,contig_202,1,hglE-KS,heterocyst glycolipids,samp_4448_metabat2_49_contig_202_hglE-KS
0,42993,samp_4448_metabat2_49,contig_277,1,T1PKS / NRPS / NRPS-like,nocuolin A,samp_4448_metabat2_49_contig_277_T1PKS / NRPS / NRPS-like
0,37754,samp_4448_metabat2_49,contig_338,1,hglE-KS / T1PKS,heterocyst glycolipids,samp_4448_metabat2_49_contig_338_hglE-KS / T1PKS
0,28728,samp_4448_metabat2_49,contig_477,1,lanthipeptide-class-v,NA,samp_4448_metabat2_49_contig_477_lanthipeptide-class-v
0,6903,samp_4448_metabat2_49,contig_527,1,cyanobactin,NA,samp_4448_metabat2_49_contig_527_cyanobactin
0,15380,samp_4448_metabat2_49,contig_607,1,lanthipeptide-class-v,NA,samp_4448_metabat2_49_contig_607_lanthipeptide-class-v
0,7719,samp_4321_concoct_295,contig_35,1,terpene,NA,samp_4321_concoct_295_contig_35_terpene
0,8597,samp_4321_concoct_295,contig_125,1,terpene,NA,samp_4321_concoct_295_contig_125_terpene
0,17702,samp_4321_concoct_295,contig_143,1,NRPS-like / T1PKS,desmamide A/desmamide B/desmamide C,samp_4321_concoct_295_contig_143_NRPS-like / T1PKS
0,16463,samp_4321_concoct_295,contig_156,1,spliceotide,NA,samp_4321_concoct_295_contig_156_spliceotide
0,39887,samp_4321_concoct_295,contig_230,1,T1PKS / NRPS-like / T3PKS,merocyclophane C/merocyclophane D,samp_4321_concoct_295_contig_230_T1PKS / NRPS-like / T3PKS
0,65434,samp_4321_concoct_295,contig_244,1,NRPS / T1PKS / NRPS-like,microcystin LR,samp_4321_concoct_295_contig_244_NRPS / T1PKS / NRPS-like
0,7749,samp_4321_concoct_295,contig_258,1,terpene,NA,samp_4321_concoct_295_contig_258_terpene
0,17789,samp_4321_concoct_295,contig_272,1,NRPS,aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C,samp_4321_concoct_295_contig_272_NRPS
0,9353,samp_4321_concoct_295,contig_291,1,NRPS-like,NA,samp_4321_concoct_295_contig_291_NRPS-like
0,10262,samp_4321_concoct_295,contig_305,1,T1PKS,desmamide A/desmamide B/desmamide C,samp_4321_concoct_295_contig_305_T1PKS
0,30179,samp_4321_concoct_295,contig_341,1,NRPS / microviridin,anachelin,samp_4321_concoct_295_contig_341_NRPS / microviridin
0,9492,samp_4321_concoct_295,contig_514,1,LAP,NA,samp_4321_concoct_295_contig_514_LAP
0,11923,samp_4321_concoct_295,contig_676,1,cyanobactin,piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4,samp_4321_concoct_295_contig_676_cyanobactin
0,20974,samp_4321_concoct_295,contig_693,1,lanthipeptide-class-ii,nostolysamide A/nostolysamide B,samp_4321_concoct_295_contig_693_lanthipeptide-class-ii
0,20531,samp_4321_concoct_295,contig_701,1,T1PKS,NA,samp_4321_concoct_295_contig_701_T1PKS
0,24280,samp_4321_concoct_295,contig_722,1,hglE-KS / PUFA,zeamine/zeamine I/zeamine II/prezeamine/prezeamine I,samp_4321_concoct_295_contig_722_hglE-KS / PUFA
0,12129,samp_4321_concoct_295,contig_806,1,terpene,NA,samp_4321_concoct_295_contig_806_terpene
0,11882,samp_4444_metabat2_114,contig_83,1,terpene,NA,samp_4444_metabat2_114_contig_83_terpene
7386,28322,samp_4444_metabat2_114,contig_228,1,terpene,NA,samp_4444_metabat2_114_contig_228_terpene
0,24643,samp_4441_concoct_710,contig_10,1,NRPS-like,12-epi-hapalindole J isonitrile/ambiguine A isonitrile/ambiguine B isonitrile/ambiguine C isonitrile/ambiguine D isonitrile/ambiguine E isonitrile/ambiguine K isonitrile/ambiguine L isonitrile/ambiguine I isonitrile/ambiguine J isonitrile,samp_4441_concoct_710_contig_10_NRPS-like
0,12653,samp_4441_concoct_710,contig_13,1,cyanobactin,anacyclamide A10,samp_4441_concoct_710_contig_13_cyanobactin
0,30795,samp_4441_concoct_710,contig_31,1,hglE-KS,heterocyst glycolipids,samp_4441_concoct_710_contig_31_hglE-KS
0,36947,samp_4441_concoct_710,contig_118,1,NRPS,varlaxin 1046A/varlaxin 1022A,samp_4441_concoct_710_contig_118_NRPS
3923,48175,samp_4441_concoct_710,contig_204,1,NRPS-like,NA,samp_4441_concoct_710_contig_204_NRPS-like
4617,25550,samp_4441_concoct_710,contig_246,1,terpene,NA,samp_4441_concoct_710_contig_246_terpene
0,10332,samp_4441_concoct_710,contig_250,1,NRPS-like,NA,samp_4441_concoct_710_contig_250_NRPS-like
0,5837,samp_4441_concoct_710,contig_258,1,lassopeptide,NA,samp_4441_concoct_710_contig_258_lassopeptide
4514,24689,samp_4441_concoct_710,contig_263,1,terpene,NA,samp_4441_concoct_710_contig_263_terpene
0,7513,samp_4441_concoct_710,contig_273,1,T1PKS,NA,samp_4441_concoct_710_contig_273_T1PKS
15735,29840,samp_4441_concoct_710,contig_295,1,RRE-containing,NA,samp_4441_concoct_710_contig_295_RRE-containing
0,35286,samp_4441_concoct_710,contig_297,1,lanthipeptide-class-v,hassallidin C,samp_4441_concoct_710_contig_297_lanthipeptide-class-v
0,34754,samp_4441_concoct_710,contig_412,1,hglE-KS / T1PKS,heterocyst glycolipids,samp_4441_concoct_710_contig_412_hglE-KS / T1PKS
871,12951,samp_4441_concoct_710,contig_422,1,cyanobactin,NA,samp_4441_concoct_710_contig_422_cyanobactin
0,18195,samp_4441_concoct_710,contig_465,1,terpene,NA,samp_4441_concoct_710_contig_465_terpene
0,8596,samp_4320_metadecoder_628,contig_5,1,terpene,NA,samp_4320_metadecoder_628_contig_5_terpene
0,27136,samp_4320_metadecoder_628,contig_50,1,NRPS / NRPS-like,aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C,samp_4320_metadecoder_628_contig_50_NRPS / NRPS-like
0,7916,samp_4320_metadecoder_628,contig_63,1,terpene,NA,samp_4320_metadecoder_628_contig_63_terpene
0,23218,samp_4320_metadecoder_628,contig_90,1,NRPS-like / T1PKS,cylindrospermopsin,samp_4320_metadecoder_628_contig_90_NRPS-like / T1PKS
0,7995,samp_4320_metadecoder_628,contig_154,1,terpene,NA,samp_4320_metadecoder_628_contig_154_terpene
0,34695,samp_4320_metadecoder_628,contig_161,1,T1PKS / NRPS-like / T3PKS,merocyclophane C/merocyclophane D,samp_4320_metadecoder_628_contig_161_T1PKS / NRPS-like / T3PKS
0,12244,samp_4320_metadecoder_628,contig_198,1,terpene,NA,samp_4320_metadecoder_628_contig_198_terpene
0,9268,samp_4320_metadecoder_628,contig_274,1,LAP,NA,samp_4320_metadecoder_628_contig_274_LAP
0,10867,samp_4320_metadecoder_628,contig_277,1,cyanobactin,piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4,samp_4320_metadecoder_628_contig_277_cyanobactin
0,11889,samp_4320_metadecoder_628,contig_317,1,T1PKS,desmamide A/desmamide B/desmamide C,samp_4320_metadecoder_628_contig_317_T1PKS
0,6688,samp_4320_metadecoder_628,contig_358,1,cyanobactin,NA,samp_4320_metadecoder_628_contig_358_cyanobactin
0,70554,samp_4320_metadecoder_628,contig_363,1,NRPS / T1PKS / NRPS-like,microcystin LR,samp_4320_metadecoder_628_contig_363_NRPS / T1PKS / NRPS-like
41110,58192,samp_4331_metabat2_125,contig_135,1,terpene,NA,samp_4331_metabat2_125_contig_135_terpene
0,15900,samp_4331_metabat2_125,contig_178,1,terpene,NA,samp_4331_metabat2_125_contig_178_terpene
